time,seconds_elapsed,z,y,x
1680290376603122200,3.0151220703125,0.292999982833862,-1.19359993934631,-0.268599987030029
1680290376613129984,3.0251298828125,-0.163499996066093,-1.04170000553131,0.115199998021125
1680290376623122200,3.0351220703125,-0.171199992299079,-0.775999963283538,0.314500004053115
1680290376633122300,3.04512231445312,-0.451999992132186,-0.828999996185302,0.181199997663497
1680290376643122200,3.0551220703125,-0.269299983978271,-1.06989991664886,-0.0995000004768371
1680290376653122300,3.06512231445312,-0.210099995136261,-0.941199958324432,-0.196999996900558
1680290376663122200,3.0751220703125,-0.338799983263015,-0.751599967479705,-0.0584999993443489
1680290376673122300,3.08512231445312,-0.749499976634979,-0.762199997901916,0.259299993515014
1680290376683122200,3.0951220703125,-1.28489995002746,-0.981700003147125,0.25349998474121
1680290376693122300,3.10512231445312,-1.26219999790191,-0.885999977588653,0.398900002241134
1680290376703122200,3.1151220703125,-1.37669992446899,-0.856499969959259,0.62279999256134
1680290376713122300,3.12512231445312,-1.32249999046325,-1.01730000972747,0.652700006961822
1680290376723122200,3.1351220703125,-1.5627999305725,-1.05809998512268,0.830799996852874
1680290376733122300,3.14512231445312,-2.14549994468688,-1.35280001163482,1.37539994716644
1680290376743122200,3.1551220703125,-2.56999993324279,-1.32659995555877,1.52999997138977
1680290376753122300,3.16512231445312,-3.01379990577697,-1.18339991569519,2.29539990425109
1680290376763122200,3.1751220703125,-3.60789990425109,-1.20889997482299,2.44569993019104
1680290376773122300,3.18512231445312,-3.63119983673095,-0.972000002861023,2.92269992828369
1680290376783122200,3.1951220703125,-3.27959990501403,-1.24759995937347,3.2855999469757
1680290376793128400,3.20512841796875,-3.33609986305236,-1.56519997119903,3.55690002441406
1680290376803122200,3.2151220703125,-3.73769998550415,-1.81699991226196,5.13959980010986
1680290376813122300,3.22512231445312,-6.07299995422363,-2.28779983520507,7.22779989242553
1680290376823122200,3.2351220703125,-9.74909973144531,-3.73969984054565,8.41800022125244
1680290376833122300,3.24512231445312,-12.2361993789672,-5.21009969711303,9.13729953765869
1680290376843122200,3.2551220703125,-13.2124996185302,-5.74349975585937,9.33619976043701
1680290376853122300,3.26512231445312,-12.6855001449584,-5.96140003204345,8.81729984283447
1680290376863122200,3.2751220703125,-13.4491996765136,-7.33879995346069,7.70879983901977
1680290376873122300,3.28512231445312,-15.8768997192382,-7.89960002899169,6.92579984664917
1680290376883124000,3.2951240234375,-17.808198928833,-7.60069990158081,8.49590015411377
1680290376893122300,3.30512231445312,-19.869400024414,-9.18669986724853,7.65019989013671
1680290376903122200,3.3151220703125,-19.3980998992919,-10.0830993652343,6.55379962921142
1680290376913122300,3.32512231445312,-19.0931987762451,-10.4959993362426,6.34170007705688
1680290376923122200,3.3351220703125,-18.8023986816406,-10.4289999008178,4.81619977951049
1680290376933128400,3.34512841796875,-20.1504001617431,-10.9517993927001,3.66820001602172
1680290376943122200,3.3551220703125,-20.0424003601074,-12.2196998596191,0.128299996256828
1680290376953122300,3.36512231445312,-18.4902992248535,-13.9560995101928,-1.96559989452362
1680290376963122200,3.3751220703125,-18.4911003112792,-14.9714994430542,-4.06279993057251
1680290376973122300,3.38512231445312,-17.7882003784179,-15.2247991561889,-3.48499989509582
1680290376983122200,3.3951220703125,-17.5641002655029,-14.5493993759155,-0.0291999988257884
1680290376993122300,3.40512231445312,-14.994400024414,-13.7576999664306,6.52880001068115
