time,seconds_elapsed,z,y,x
1680290062143973400,3.80697338867187,-0.40639990568161,-0.947923243045806,0.754732728004455
1680290062153973200,3.81697314453125,-0.421392291784286,-0.999567508697509,0.828944146633148
1680290062163973400,3.82697338867187,-0.444674998521804,-1.04711031913757,0.912266135215759
1680290062173973200,3.83697314453125,-0.44884631037712,-1.06285309791564,1.00920176506042
1680290062183984000,3.84698413085937,-0.458463072776794,-0.981538236141204,1.11725509166717
1680290062193973200,3.85697314453125,-0.445058971643447,-0.906838178634643,1.23270857334136
1680290062203973400,3.86697338867187,-0.432544946670532,-0.873031139373779,1.32505393028259
1680290062213973200,3.87697314453125,-0.408354669809341,-0.885492801666259,1.41280913352966
1680290062223973400,3.88697338867187,-0.38149407505989,-0.995640516281127,1.48026609420776
1680290062233977900,3.89697778320312,-0.334021121263504,-1.09983670711517,1.55744457244873
1680290062243973400,3.90697338867187,-0.295135170221328,-1.22822308540344,1.59987354278564
1680290062253973200,3.91697314453125,-0.236684098839759,-1.44214808940887,1.66160583496093
1680290062263973400,3.92697338867187,-0.22109830379486,-1.52337574958801,1.70550084114074
1680290062273973200,3.93697314453125,-0.191846594214439,-1.47152197360992,1.78562891483306
1680290062283973400,3.94697338867187,-0.160640105605125,-1.3778851032257,1.86600136756896
1680290062293973200,3.95697314453125,-0.125367000699043,-1.25082516670227,1.93914806842803
1680290062303973400,3.96697338867187,-0.0581194646656513,-1.21092689037323,1.99068760871887
1680290062313973200,3.97697314453125,0.0268082581460475,-1.20471346378326,2.00262570381164
1680290062323973400,3.98697338867187,0.12311552464962,-1.08849203586578,1.98913431167602
1680290062333973200,3.99697314453125,0.243438526988029,-0.897762477397918,1.96771907806396
1680290062343973400,4.00697338867187,0.34754741191864,-0.716562390327453,1.90598678588867
1680290062353973200,4.01697314453125,0.427937269210815,-0.576202988624572,1.83655762672424
1680290062363973400,4.02697338867187,0.513964533805847,-0.394723653793334,1.7568484544754
1680290062373973200,4.03697314453125,0.577093124389648,-0.176714584231376,1.68508052825927
1680290062383973400,4.04697338867187,0.655266404151916,0.0727802291512489,1.64256429672241
1680290062393973200,4.05697314453125,0.71254813671112,0.219736948609352,1.55889320373535
1680290062403973400,4.06697338867187,0.793932795524597,0.0250454749912023,1.45146811008453
1680290062413974800,4.07697485351562,0.873781621456146,-0.245969250798225,1.27730178833007
1680290062423973400,4.08697338867187,0.950663387775421,-0.452267169952392,1.05203211307525
1680290062433973200,4.09697314453125,1.09238409996032,-0.681882679462432,0.785747230052948
1680290062443973400,4.10697338867187,1.2039281129837,-0.763075411319732,0.453768163919448
1680290062453973200,4.11697314453125,1.36568522453308,-0.92743307352066,0.0229161735624074
1680290062463984000,4.12698413085937,1.5599752664566,-0.9652019739151,-0.448497265577316
1680290062473973200,4.13697314453125,1.71358168125152,-1.1463496685028,-1.12318921089172
1680290062483973400,4.14697338867187,1.88481593132019,-1.4098595380783,-1.84245681762695
1680290062493973200,4.15697314453125,1.98656868934631,-1.43233931064605,-2.65527415275573
1680290062503973400,4.16697338867187,2.07968187332153,-1.51899492740631,-3.51634979248046
1680290062513974800,4.17697485351562,2.08158445358276,-1.42970395088195,-4.32407045364379
1680290062523973400,4.18697338867187,2.01651859283447,-1.47290074825286,-5.15594673156738
1680290062533973200,4.19697314453125,1.96862661838531,-1.43665027618408,-6.05217361450195
1680290062543973400,4.20697338867187,1.89535772800445,-1.17437970638275,-6.94642782211303
1680290062553977900,4.21697778320312,1.80966210365295,-0.916577100753784,-7.88033628463745
1680290062563973400,4.22697338867187,1.56964445114135,-0.749130189418792,-8.81080627441406
1680290062573973200,4.23697314453125,1.32055103778839,-0.79351395368576,-9.81505107879638
1680290062583973400,4.24697338867187,0.967662870883941,-1.20658099651336,-10.7428855895996
1680290062593973200,4.25697314453125,0.737279415130615,-1.86774659156799,-11.7052249908447
1680290062603973400,4.26697338867187,0.507000684738159,-2.19977807998657,-12.6045055389404
1680290062613973200,4.27697314453125,1.78774070739746,-3.1975131034851,-12.1619424819946
1680290062623973400,4.28697338867187,1.44665110111236,-3.53628134727478,-12.9146509170532
1680290062633973200,4.29697314453125,0.985482692718505,-0.336569279432296,-13.5655717849731
1680290062643973400,4.30697338867187,0.461761772632598,2.1221284866333,-13.3166704177856
1680290062653976300,4.31697631835937,-0.228934839367866,4.7770709991455,-12.750241279602
1680290062663973400,4.32697338867187,-0.585400879383087,7.28184509277343,-11.8922891616821
1680290062673973200,4.33697314453125,-0.760090887546539,9.71832466125488,-10.4109582901
1680290062683973400,4.34697338867187,-1.38783347606658,11.1370334625244,-8.67690467834472
1680290062693974800,4.35697485351562,-3.24437499046325,12.3386220932006,-7.06053733825683
