time,seconds_elapsed,z,y,x
1.68029E+18,0.822132813,-4.90655273,7.344552031,2.251873503
1.68029E+18,0.832207764,-5.573522017,7.6958152,2.081564867
1.68029E+18,0.842282715,-6.038381754,7.609106638,2.168354385
1.68029E+18,0.85235791,-6.020254561,7.630537549,2.501080026
1.68029E+18,0.862432617,-6.09307196,7.6680621,2.555925715
1.68029E+18,0.872507813,-6.440674853,7.781460516,2.58256004
1.68029E+18,0.88258374,-6.772973209,8.262595681,2.801682683
1.68029E+18,0.892658691,-6.96591161,8.723710971,3.046389557
1.68029E+18,0.902733643,-6.687456488,8.590542272,3.280305573
1.68029E+18,0.912808838,-6.415002652,8.570482649,3.642847676
1.68029E+18,0.922883789,-6.669238109,8.665369257,3.865312908
1.68029E+18,0.932959717,-7.031201536,8.564494223,3.990923155
1.68029E+18,0.943034912,-7.20352385,8.261003443,4.059081038
1.68029E+18,0.953109619,-7.113879235,7.903450819,4.194835662
1.68029E+18,0.963184814,-6.14907208,7.185755553,4.159353138
1.68029E+18,0.97326001,-4.632530037,6.889459069,4.236306321
1.68029E+18,0.983334961,-3.305088132,6.71220456,4.304450175
1.68029E+18,0.993410645,-2.922912523,6.36428018,4.216813977
1.68029E+18,1.00348584,-3.165191293,6.015808103,4.128766861
1.68029E+18,1.013560791,-3.784505972,5.696133082,3.974166666
1.68029E+18,1.023635986,-4.547779624,5.438390493,3.80436598
1.68029E+18,1.033710693,-5.23024517,5.142378086,3.625330432
1.68029E+18,1.043785645,-5.590438665,4.803394553,3.764132754
1.68029E+18,1.053861816,-5.463149671,4.484201762,3.884953428
1.68029E+18,1.063936768,-5.243398082,4.544660615,3.884206701
1.68029E+18,1.074011719,-5.177551106,4.832451136,3.595086977
1.68029E+18,1.08408667,-5.141411872,5.444480042,2.757117565
1.68029E+18,1.094161621,-4.948282917,6.043602704,2.13430087
1.68029E+18,1.104236816,-4.504501623,5.950265079,2.013957604
1.68029E+18,1.114312988,-4.195481267,5.540490685,2.015813607
1.68029E+18,1.124387695,-4.273592096,5.29451569,2.00185537
1.68029E+18,1.134462646,-4.521657925,5.260001426,1.935171798
1.68029E+18,1.144537842,-4.673570488,5.350716885,1.776611906
1.68029E+18,1.154612793,-4.424998463,5.558102329,1.70289259
1.68029E+18,1.164687744,-3.732768478,5.872920558,1.493749635
1.68029E+18,1.174763916,-2.469440733,5.99535802,1.060852869
1.68029E+18,1.184838623,-1.215173078,5.734202408,0.90861122
1.68029E+18,1.194913818,-0.386114118,5.601207311,1.140847759
1.68029E+18,1.204988525,-0.09262217,5.602382785,1.909267541
1.68029E+18,1.215063721,-0.191627903,5.774066801,2.684391644
1.68029E+18,1.225139893,-0.589142535,6.12538433,2.945236875
1.68029E+18,1.235214844,-0.835215145,6.118307524,2.722740372
1.68029E+18,1.245289551,-0.616089579,5.929288927,2.388587327
1.68029E+18,1.255364746,-0.130593881,5.996622926,2.419595483
1.68029E+18,1.265439697,0.515298131,6.063811963,2.933301523
1.68029E+18,1.275514893,1.185651215,5.860921493,3.751710494
1.68029E+18,1.28559082,2.086092573,5.586907568,4.642705394
1.68029E+18,1.295665527,2.771473131,5.425934916,5.343581042
1.68029E+18,1.305740723,2.739987274,5.501324795,5.764820834
1.68029E+18,1.315815918,2.189467608,5.267822914,6.200870656
1.68029E+18,1.325890869,2.277722814,5.678399857,6.068036303
1.68029E+18,1.33596582,3.609583412,6.26464141,6.234876971
1.68029E+18,1.346041748,5.525386054,5.984390052,6.517377569
1.68029E+18,1.356116699,6.976434173,6.219488847,6.43664399
1.68029E+18,1.366191895,7.38349814,6.410101436,6.406625284
1.68029E+18,1.376266602,7.546219681,6.152560506,6.758230398
1.68029E+18,1.386341797,7.946009273,6.858841813,7.395011467
1.68029E+18,1.396417725,8.157789737,7.340753807,7.675405449
1.68029E+18,1.406492676,9.031851038,8.09281896,7.210861938
1.68029E+18,1.416567627,11.44944994,9.786793207,6.972059027
1.68029E+18,1.426642822,15.11010595,12.07369243,6.47659723
1.68029E+18,1.436717773,19.57129626,15.00776085,6.611320173
1.68029E+18,1.446792969,21.73544647,17.58785333,7.353447869
1.68029E+18,1.456868896,20.34154413,19.21359809,7.801403234
1.68029E+18,1.466943604,18.90514004,20.76738703,9.721543613
1.68029E+18,1.477018799,17.00799709,23.60886251,12.34581309
