time,seconds_elapsed,z,y,x
1680291097195411200,2.2084111328125,0.286059468984603,-0.0534070767462253,-0.41336378455162
1680291097205411300,2.21841137695312,0.292080849409103,-0.146991625428199,-0.432527482509613
1680291097215412700,2.22841284179687,0.31058132648468,-0.243176728487014,-0.430572718381881
1680291097225411300,2.23841137695312,0.329465806484222,-0.349868714809417,-0.421723902225494
1680291097235411200,2.2484111328125,0.355733007192611,-0.40203657746315,-0.402664899826049
1680291097245411300,2.25841137695312,0.388632476329803,-0.43038073182106,-0.370638132095336
1680291097255416000,2.268416015625,0.416976600885391,-0.436559200286865,-0.326289296150207
1680291097265411300,2.27841137695312,0.440329104661941,-0.432946383953094,-0.271398693323135
1680291097275411200,2.2884111328125,0.452179908752441,-0.411147207021713,-0.199648216366767
1680291097285411300,2.29841137695312,0.457206457853317,-0.455653101205825,-0.11086331307888
1680291097295412700,2.30841284179687,0.443680137395858,-0.480558961629867,-0.0175754651427268
1680291097305411300,2.31841137695312,0.417692184448242,-0.529253661632537,0.090792030096054
1680291097315413000,2.3284130859375,0.386555522680282,-0.541191697120666,0.204081341624259
1680291097325478400,2.338478515625,0.338593870401382,-0.526792705059051,0.338105171918869
1680291097335411200,2.3484111328125,0.284593373537063,-0.45519933104515,0.468673259019851
1680291097345411300,2.35841137695312,0.220958679914474,-0.361981272697448,0.610655784606933
1680291097355411200,2.3684111328125,0.16037830710411,-0.263143301010131,0.745150864124298
1680291097365411300,2.37841137695312,0.0936718210577964,-0.150429934263229,0.868824899196624
1680291097375411200,2.3884111328125,0.0341735482215881,-0.000680678407661616,0.986442625522613
1680291097385417500,2.39841748046875,-0.0153763508424162,0.152210161089897,1.08311641216278
1680291097395411200,2.4084111328125,-0.066636674106121,0.296496540307998,1.17218053340911
1680291097405411300,2.41841137695312,-0.116378553211689,0.385333776473999,1.27185630798339
1680291097415411200,2.4284111328125,-0.172176733613014,0.439683347940444,1.36601686477661
1680291097425411300,2.43841137695312,-0.215478345751762,0.464083045721054,1.48052787780761
1680291097435417600,2.44841748046875,-0.251990646123886,0.518572211265564,1.59161806106567
1680291097445411300,2.45841137695312,-0.275587499141693,0.588874101638794,1.71674072742462
1680291097455411200,2.4684111328125,-0.287909507751464,0.626101970672607,1.85661149024963
1680291097465411300,2.47841137695312,-0.298049867153167,0.603325426578521,2.01787996292114
1680291097475411200,2.4884111328125,-0.307265222072601,0.562345087528228,2.18380832672119
1680291097485412900,2.49841284179687,-0.327371418476104,0.434482276439666,2.36540985107421
1680291097495411200,2.5084111328125,-0.350688993930816,0.327964812517166,2.54711604118347
1680291097505411300,2.51841137695312,-0.375420331954956,0.301767438650131,2.71861219406127
1680291097515411200,2.5284111328125,-0.396957695484161,0.282097578048706,2.90154004096984
1680291097525416000,2.538416015625,-0.430171310901641,0.361091166734695,3.08923268318176
1680291097535411200,2.5484111328125,-0.47647488117218,0.388388127088546,3.28481435775756
1680291097545411300,2.55841137695312,-0.559674739837646,0.260141313076019,3.53331422805786
1680291097555411200,2.5684111328125,-0.66832149028778,0.144670337438583,3.78525257110595
1680291097565411300,2.57841137695312,-0.788679361343383,0.0623431615531444,4.05628490447998
1680291097575412700,2.58841284179687,-0.902579545974731,0.0983318462967872,4.31509971618652
1680291097585411300,2.59841137695312,-1.01963877677917,0.238883212208747,4.57606124877929
1680291097595411200,2.6084111328125,-1.1414977312088,0.384216785430908,4.83217096328735
1680291097605411300,2.61841137695312,-1.28950154781341,0.622035324573516,5.07883834838867
1680291097615411200,2.6284111328125,-1.441659450531,0.763633906841278,5.33411026000976
1680291097625411300,2.63841137695312,-1.59624326229095,0.71471232175827,5.62591171264648
1680291097635411200,2.6484111328125,-1.74888968467712,0.53939402103424,5.93336915969848
1680291097645411300,2.65841137695312,-1.87795686721801,0.326638370752334,6.22956895828247
1680291097655411200,2.6684111328125,-2.00409173965454,0.165439754724502,6.50445795059204
1680291097665411300,2.67841137695312,-2.1572093963623,0.101421080529689,6.75135231018066
1680291097675411200,2.6884111328125,-2.3210608959198,0.246841922402381,6.94782400131225
1680291097685411300,2.69841137695312,-2.48102045059204,0.430188745260238,7.13357973098754
1680291097695411200,2.7084111328125,-2.64373755455017,0.51604151725769,7.2967505455017
1680291097705411300,2.71841137695312,-2.79360890388488,0.448619425296783,7.45958948135376
1680291097715411200,2.7284111328125,-2.91614842414855,0.405405074357986,7.6149935722351
1680291097725411300,2.73841137695312,-3.04566931724548,0.265098065137863,7.79465770721435
1680291097735411200,2.7484111328125,-3.19187569618225,0.156556040048599,7.93374300003051
1680291097745411300,2.75841137695312,-3.30582809448242,0.323898196220397,8.06788921356201
1680291097755411200,2.7684111328125,-3.32335114479064,1.05733788013458,8.11698532104492
1680291097765411300,2.77841137695312,-3.23440933227539,1.78892755508422,8.22184467315673
1680291097775411200,2.7884111328125,-3.07556676864624,2.1488492488861,8.39028644561767
1680291097785411300,2.79841137695312,-2.90407085418701,2.06338047981262,8.63684940338134
1680291097795411200,2.8084111328125,-2.73901510238647,1.60959494113922,8.89697265625
1680291097805411300,2.81841137695312,-2.59862065315246,1.07857859134674,9.1252965927124
1680291097815411200,2.8284111328125,-2.48314976692199,0.592731237411499,9.30257034301757
1680291097825412900,2.83841284179687,-2.40888595581054,0.176208436489105,9.40606784820556
1680291097835411200,2.8484111328125,-2.35514736175537,0.00450294930487871,9.40940189361572
1680291097845411300,2.85841137695312,-2.3177797794342,-0.053005650639534,9.31730079650878
1680291097855411200,2.8684111328125,-2.29180932044982,-0.0315904580056667,9.17887878417968
