1.68E+18,2.150929688,-0.817701936,-1.084525347,0.337076575,0
1.68E+18,2.161004395,-0.845994771,-1.140061975,0.347833872,0
1.68E+18,2.17107959,-0.873562217,-1.235109329,0.357229233,0
1.68E+18,2.181155518,-0.89915657,-1.271585464,0.386953056,0
1.68E+18,2.191230469,-0.935475171,-1.241061091,0.427726328,0
1.68E+18,2.20130542,-0.983906984,-1.220367432,0.48905018,0
1.68E+18,2.211380615,-1.05353272,-1.210990191,0.558276176,0
1.68E+18,2.221456543,-1.125000238,-1.152544498,0.634208083,0
1.68E+18,2.231531494,-1.198251843,-1.035033226,0.698023021,0
1.68E+18,2.241606689,-1.251466751,-0.87343365,0.758816719,0
1.68E+18,2.251682617,-1.294486046,-0.717117548,0.788069904,0
1.68E+18,2.261757568,-1.317901731,-0.565771163,0.802577615,0
1.68E+18,2.27183252,-1.322975397,-0.407601535,0.804569125,0
1.68E+18,2.281908691,-1.306242704,-0.286177188,0.794849098,0
1.68E+18,2.291983643,-1.257439971,-0.263614357,0.775282085,0
1.68E+18,2.302058594,-1.201615214,-0.239879355,0.756015003,0
1.68E+18,2.312134521,-1.154101849,-0.266627878,0.743426204,0
1.68E+18,2.322209473,-1.098805428,-0.246033877,0.745567441,0
1.68E+18,2.332284668,-1.020613432,-0.112961039,0.750295103,0
1.68E+18,2.34236084,-0.92638725,0.136106461,0.760086536,0
1.68E+18,2.352435547,-0.823721886,0.393931061,0.769661129,0
1.68E+18,2.362510498,-0.706448376,0.650975585,0.764060736,0
1.68E+18,2.37258667,-0.583343267,0.794629157,0.728274524,0
1.68E+18,2.382661621,-0.429908812,0.829399109,0.662240863,0
1.68E+18,2.392736816,-0.268008322,0.82126689,0.572655857,0
1.68E+18,2.4028125,-0.123788446,0.703267634,0.490510195,0
1.68E+18,2.412887451,-0.019786408,0.686343253,0.404026449,0
1.68E+18,2.422962646,0.091628574,0.620152473,0.354006529,0
1.68E+18,2.433038574,0.240430564,0.40354985,0.25372681,0
1.68E+18,2.443113525,0.373553634,-0.063477099,0.118941925,0
1.68E+18,2.453188477,0.470728934,-0.431932092,-0.051592264,0
1.68E+18,2.463264404,0.573417544,-0.057751626,-0.204196796,0
1.68E+18,2.4733396,0.752920985,0.676545501,-0.384470701,0
1.68E+18,2.483414551,0.959391534,1.00428772,-0.609033167,0
1.68E+18,2.493490479,1.154987931,0.93040061,-0.897376001,0
1.68E+18,2.50356543,1.364381671,0.780098975,-1.179865122,0
1.68E+18,2.513640625,1.566449761,0.526939929,-1.44815433,0
1.68E+18,2.523716309,1.774026632,0.265761584,-1.742996573,0
1.68E+18,2.533791504,1.962862611,0.013984483,-2.116463184,0
1.68E+18,2.543866455,2.196863174,-0.032633804,-2.52725482,0
1.68E+18,2.553942383,2.404716015,0.235055432,-2.999941587,0
1.68E+18,2.564017334,2.576425552,0.467705041,-3.535734653,0
1.68E+18,2.574092529,2.641031027,0.22780697,-4.164633274,0
1.68E+18,2.58416748,2.789387941,-0.569815993,-4.877470493,0
1.68E+18,2.594243408,2.880041361,-0.788813591,-5.492694855,0
1.68E+18,2.604318604,2.970793009,-0.320353001,-5.991118431,0
1.68E+18,2.614393311,3.065112591,0.158500686,-6.60236311,0
1.68E+18,2.624469482,3.177992105,0.702415764,-7.193135738,0
1.68E+18,2.634544678,3.322173834,1.40061605,-7.854047298,0
1.68E+18,2.644619385,3.468440533,1.827224851,-8.616786957,0
1.68E+18,2.654695313,3.603698969,1.736228824,-9.400058746,0
1.68E+18,2.664770508,3.673345327,1.547788978,-10.12306118,0
1.68E+18,2.674845459,3.686116457,1.489027143,-10.67464066,0
1.68E+18,2.684921631,4.019426346,0.779803991,-9.980935097,0
1.68E+18,2.694996338,3.824810266,0.549421668,-10.34393311,0
1.68E+18,2.705071289,3.308322668,1.314917564,-10.31417274,0
1.68E+18,2.715147461,2.742817879,1.983784795,-10.45770454,0
1.68E+18,2.725222656,2.183800936,1.660317779,-10.72096443,0
1.68E+18,2.735297363,1.556426644,1.665484667,-10.69827271,0
1.68E+18,2.745373291,0.952937424,1.926518917,-10.17785931,0
1.68E+18,2.755448486,0.282622963,2.09572053,-9.574911118,0
1.68E+18,2.765523438,-0.384252161,2.573762655,-9.104783058,0
1.68E+18,2.775599365,-0.773800194,3.069350481,-8.049417496,0
1.68E+18,2.785674316,-1.287013769,3.387038946,-7.520601273,0
1.68E+18,2.795749512,-1.683165789,3.461865664,-6.858979702,0
1.68E+18,2.805825439,-2.044638395,3.008105516,-6.672778606,0
1.68E+18,2.815900635,-2.168151379,2.178226233,-6.684932232,0
1.68E+18,2.825975586,-2.100218296,1.298495889,-6.798186302,0
1.68E+18,2.836051514,-1.952293396,0.680738628,-6.782136917,0
1.68E+18,2.846126465,-1.776571989,0.636231363,-6.619389534,0
1.68E+18,2.85620166,-1.549946308,1.101826549,-6.278712749,0
1.68E+18,2.866276611,-1.457464933,1.813791633,-5.75955677,0
1.68E+18,2.876352539,-1.232732773,2.256109238,-5.01386261,0
1.68E+18,2.88642749,-1.052309155,2.363527298,-4.232499599,0
1.68E+18,2.896502441,-0.845950603,2.501289845,-3.405527353,0
1.68E+18,2.906578369,-0.667896688,2.580896854,-2.658287525,0
1.68E+18,2.916653564,-0.518867552,2.473073959,-1.972433448,0
1.68E+18,2.926728271,-0.402539819,2.425301313,-1.325291038,0
1.68E+18,2.936804443,-0.322910249,2.0143466,-0.740378559,0
1.68E+18,2.946879639,-0.288763583,0.863872647,-0.335354984,0
1.68E+18,2.956954346,-0.262793243,-0.107812293,-0.025043713,0
1.68E+18,2.967030518,-0.254398614,-0.549218655,0.29693234,0
1.68E+18,2.977105713,-0.261621892,-0.914066374,0.57251519,0
1.68E+18,2.98718042,-0.293901652,-1.238742232,0.75761348,0
1.68E+18,2.997256348,-0.333450407,-1.283679843,0.866309881,0
1.68E+18,3.007331543,-0.371406436,-0.932487309,0.946738183,0
1.68E+18,3.017406494,-0.399200797,-0.385687619,0.987049401,0
1.68E+18,3.027482666,-0.437990785,-0.135532796,0.975156069,0
1.68E+18,3.037557373,-0.476602107,-0.051105,0.844839633,0
1.68E+18,3.047632324,-0.486617267,0.114937492,0.721263826,0
1.68E+18,3.057708496,-0.472965658,0.370142102,0.614303589,0
1.68E+18,3.067783691,-0.45230791,0.738448322,0.551677704,0
1.68E+18,3.077858398,-0.425782293,1.089266181,0.502387643,0
1.68E+18,3.087934326,-0.404144496,1.321705222,0.449879378,0
1.68E+18,3.098009521,-0.378626615,1.402278662,0.413772255,0
1.68E+18,3.108084473,-0.340821743,1.343761086,0.387768179,0
1.68E+18,3.1181604,-0.298086792,1.20114851,0.382534266,0
1.68E+18,3.128235352,-0.244868904,1.084896445,0.382099926,0
1.68E+18,3.138310303,-0.183407947,1.025570273,0.403820395,0
1.68E+18,3.148386475,-0.120387092,0.951928079,0.447020113,0
1.68029E+18,1.603009521,-0.020003313,0.088724293,1.183215141,0
1.68029E+18,1.613084473,0.017776556,-0.003000295,1.243085742,0
1.68029E+18,1.623160645,0.051827654,-0.029174656,1.30088985,0
1.68029E+18,1.633235596,0.073144667,-0.015001313,1.373978734,0
1.68029E+18,1.643310303,0.093398876,0.065026157,1.43439126,0
1.68029E+18,1.653386475,0.113243692,0.255028576,1.475255609,0
1.68029E+18,1.66346167,0.125207096,0.385469735,1.519517064,0
1.68029E+18,1.673536621,0.142109647,0.455359876,1.517708421,0
1.68029E+18,1.683611572,0.146829545,0.340795666,1.499360085,0
